level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	7	8	945	573	142	24	93.278839	transcendent,
5	1	1	1	7	9	1095	574	39	20	77.876472	28—
4	1	1	1	8	0	752	605	66	23	-1	
5	1	1	1	8	1	752	605	32	23	96.362663	30,
5	1	1	1	8	2	792	605	26	21	96.362663	60
4	1	1	1	9	0	166	636	188	26	-1	
5	1	1	1	9	1	166	636	116	26	92.326607	Biologism,
5	1	1	1	9	2	291	636	31	24	96.792587	30,
5	1	1	1	9	3	330	636	24	20	96.897728	61
4	1	1	1	10	0	717	671	222	26	-1	
5	1	1	1	10	1	717	671	68	26	96.096062	Logic,
5	1	1	1	10	2	796	671	29	24	96.096062	16,
5	1	1	1	10	3	836	672	29	23	96.258080	17,
5	1	1	1	10	4	876	671	63	24	92.541962	18,
5	1	1	1	10	5	917	666	24	36	92.541962	40
4	1	1	1	11	0	165	702	159	24	-1	
5	1	1	1	11	1	165	702	87	24	95.394936	Culture,
5	1	1	1	11	2	259	702	32	24	95.394936	43,
5	1	1	1	11	3	299	702	25	21	96.405304	57
4	1	1	1	12	0	165	735	890	27	-1	
5	1	1	1	12	1	165	735	138	24	96.644661	Constitution,
5	1	1	1	12	2	311	736	31	23	96.621193	54,
5	1	1	1	12	3	351	736	26	21	96.621193	69
5	1	1	1	12	4	717	737	143	24	96.611954	Mathematics,
5	1	1	1	12	5	870	738	30	23	96.791519	16,
5	1	1	1	12	6	911	738	29	24	96.688316	19,
5	1	1	1	12	7	948	738	32	24	93.794830	21,
5	1	1	1	12	8	988	738	33	24	93.794830	43,
5	1	1	1	12	9	1029	738	26	21	96.832695	62
4	1	1	1	13	0	717	770	211	27	-1	
5	1	1	1	13	1	717	770	97	27	96.896362	Memory,
5	1	1	1	13	2	825	770	30	24	95.441383	17,
5	1	1	1	13	3	862	771	33	24	92.833855	24,
5	1	1	1	13	4	902	770	26	21	92.833855	49
4	1	1	1	14	0	165	801	842	29	-1	
5	1	1	1	14	1	165	801	109	24	96.563484	Descartes,
5	1	1	1	14	2	282	802	32	23	96.902222	24,
5	1	1	1	14	3	322	802	32	23	96.901039	37,
5	1	1	1	14	4	363	802	32	23	96.606079	38,
5	1	1	1	14	5	403	802	32	23	96.606079	65,
5	1	1	1	14	6	443	802	26	20	96.841827	66
5	1	1	1	14	7	716	803	140	27	96.382515	Metaphysics,
5	1	1	1	14	8	867	804	30	23	96.901947	19,
5	1	1	1	14	9	905	804	31	24	96.285927	25,
5	1	1	1	14	10	943	804	34	24	96.285927	43,
5	1	1	1	14	11	985	804	22	21	96.327873	61
4	1	1	1	15	0	165	834	255	24	-1	
5	1	1	1	15	1	165	834	72	23	96.413277	Doubt,
5	1	1	1	15	2	245	834	100	24	96.843979	cartesian,
5	1	1	1	15	3	353	834	32	24	96.913437	23,
5	1	1	1	15	4	394	834	26	21	96.913437	26
4	1	1	1	16	0	716	869	191	24	-1	
5	1	1	1	16	1	716	869	78	24	95.756889	Nature,
5	1	1	1	16	2	802	869	32	24	96.330338	23,
5	1	1	1	16	3	842	870	32	23	91.152969	57,
5	1	1	1	16	4	882	870	25	20	91.152969	58
4	1	1	1	17	0	164	900	203	27	-1	
5	1	1	1	17	1	164	900	49	27	96.647568	Ego,
5	1	1	1	17	2	221	901	32	23	96.936440	34,
5	1	1	1	17	3	261	901	32	23	96.853668	55,
5	1	1	1	17	4	300	900	32	25	96.789803	62,
5	1	1	1	17	5	340	901	27	21	96.789803	64
4	1	1	1	18	0	163	934	984	28	-1	
5	1	1	1	18	1	163	934	154	27	93.283508	Epistemology,
5	1	1	1	18	2	328	934	38	21	73.771622	18-
5	1	1	1	18	3	373	934	32	24	96.648735	20,
5	1	1	1	18	4	413	935	33	23	96.799995	24,
5	1	1	1	18	5	454	935	32	24	96.916428	26,
5	1	1	1	18	6	493	934	72	25	95.013863	28-30,
5	1	1	1	18	7	574	935	32	24	96.415825	37,
5	1	1	1	18	8	716	935	77	27	96.837593	Object,
5	1	1	1	18	9	801	936	96	24	95.734947	intended,
5	1	1	1	18	10	905	936	32	24	96.877808	47,
5	1	1	1	18	11	945	936	33	25	94.100555	69;
5	1	1	1	18	12	986	936	121	25	96.756020	intentional,
5	1	1	1	18	13	1115	937	32	25	96.756020	53,
4	1	1	1	19	0	198	967	839	26	-1	
5	1	1	1	19	1	198	967	32	24	96.748512	58,
5	1	1	1	19	2	238	967	31	23	94.376839	61,
5	1	1	1	19	3	277	967	33	23	94.376839	62,
5	1	1	1	19	4	750	969	32	24	95.866737	54;
5	1	1	1	19	5	790	969	135	21	96.283203	transcendent
5	1	1	1	19	6	932	970	72	23	81.409042	28-29,
5	1	1	1	19	7	1012	970	25	21	95.689247	35
4	1	1	1	20	0	164	1000	958	29	-1	
5	1	1	1	20	1	164	1000	85	27	92.151497	Epoche,
5	1	1	1	20	2	258	1000	31	24	96.997665	23,
5	1	1	1	20	3	297	1000	32	24	96.507805	33,
5	1	1	1	20	4	337	1000	25	21	96.507805	37
5	1	1	1	20	5	716	1001	125	28	96.607468	Objectivity,
5	1	1	1	20	6	852	1003	29	24	96.607468	16,
5	1	1	1	20	7	892	1002	69	25	95.827629	18-20,
5	1	1	1	20	8	970	1003	72	24	96.293549	23-27,
5	1	1	1	20	9	1050	1003	33	25	96.971786	29,
5	1	1	1	20	10	1091	1003	31	25	97.014519	30,
4	1	1	1	21	0	163	1033	933	26	-1	
5	1	1	1	21	1	163	1033	91	24	96.964630	Essence,
5	1	1	1	21	2	262	1033	33	24	96.463852	25,
5	1	1	1	21	3	303	1033	31	24	96.001343	39,
5	1	1	1	21	4	342	1034	33	23	95.813705	42,
5	1	1	1	21	5	383	1034	33	23	95.813705	51,
5	1	1	1	21	6	424	1034	32	23	96.051300	52,
5	1	1	1	21	7	464	1034	32	23	94.911224	57,
5	1	1	1	21	8	504	1034	32	23	94.911224	58,
5	1	1	1	21	9	544	1034	26	20	96.924789	70
5	1	1	1	21	10	750	1034	71	24	72.611694	35-37,
5	1	1	1	21	11	829	1035	32	23	96.698837	41,
5	1	1	1	21	12	868	1035	33	23	96.802002	43,
5	1	1	1	21	13	909	1036	32	22	96.752823	47,
5	1	1	1	21	14	949	1036	73	23	95.693199	52-54,
5	1	1	1	21	15	1030	1036	32	23	94.952934	65,
5	1	1	1	21	16	1070	1036	26	20	94.952934	70
4	1	1	1	22	0	163	1066	106	23	-1	
5	1	1	1	22	1	163	1066	72	23	96.343651	Ethics,
5	1	1	1	22	2	243	1066	26	20	96.343651	40
4	1	1	1	23	0	162	1097	993	29	-1	
5	1	1	1	23	1	162	1098	105	23	96.794357	Evidence,
5	1	1	1	23	2	276	1097	31	24	97.002388	28,
5	1	1	1	23	3	316	1097	32	24	96.752342	33,
5	1	1	1	23	4	355	1098	33	23	96.719749	41,
5	1	1	1	23	5	396	1098	33	24	96.598007	44,
5	1	1	1	23	6	436	1098	33	23	96.598007	45,
5	1	1	1	23	7	476	1098	33	24	96.538635	49,
5	1	1	1	23	8	517	1098	72	24	92.759010	52-54,
5	1	1	1	23	9	715	1099	120	27	95.049042	Perception,
5	1	1	1	23	10	845	1100	29	23	96.792686	15,
5	1	1	1	23	11	885	1100	30	23	96.421585	17,
5	1	1	1	23	12	922	1100	32	24	92.951317	24,
5	1	1	1	23	13	963	1100	32	23	92.951317	33,
5	1	1	1	23	14	1002	1100	33	24	95.417839	49,
5	1	1	1	23	15	1043	1100	32	24	95.819710	51,
5	1	1	1	23	16	1083	1100	32	24	96.547104	53,
5	1	1	1	23	17	1123	1101	32	24	96.547104	59,
4	1	1	1	24	0	197	1130	957	26	-1	
5	1	1	1	24	1	197	1130	32	24	96.734680	63,
5	1	1	1	24	2	237	1130	31	24	96.879684	65,
5	1	1	1	24	3	277	1131	32	22	96.879684	66,
5	1	1	1	24	4	317	1131	32	23	96.935707	68,
5	1	1	1	24	5	357	1131	27	20	96.394096	70
5	1	1	1	24	6	749	1131	32	24	96.843735	67;
5	1	1	1	24	7	789	1132	112	23	96.637627	immanent,
5	1	1	1	24	8	909	1132	33	24	96.625061	38;
5	1	1	1	24	9	950	1133	60	23	94.145599	inner,
5	1	1	1	24	10	1018	1133	34	23	96.095863	47;
5	1	1	1	24	11	1059	1137	61	19	96.095863	outer,
5	1	1	1	24	12	1128	1134	26	20	96.752541	54
4	1	1	1	25	0	162	1162	951	30	-1	
5	1	1	1	25	1	162	1162	111	24	96.736732	Evolution,
5	1	1	1	25	2	284	1162	22	21	96.959450	18
5	1	1	1	25	3	715	1164	144	24	96.591484	Phenomenon,
5	1	1	1	25	4	870	1164	29	24	96.490730	17,
5	1	1	1	25	5	907	1164	31	24	95.945862	33,
5	1	1	1	25	6	947	1164	33	24	95.945862	38,
5	1	1	1	25	7	987	1165	33	24	96.566444	54,
5	1	1	1	25	8	1028	1165	33	23	93.288307	69;
5	1	1	1	25	9	1069	1171	44	21	93.259094	psy-
4	1	1	1	26	0	162	1195	965	28	-1	
5	1	1	1	26	1	162	1195	109	23	96.875534	Existence,
5	1	1	1	26	2	282	1195	29	23	96.805374	17,
5	1	1	1	26	3	319	1195	32	24	96.688507	28,
5	1	1	1	26	4	361	1195	32	24	96.688507	34,
5	1	1	1	26	5	400	1196	33	23	95.436935	50,
5	1	1	1	26	6	441	1196	32	23	95.150284	51,
5	1	1	1	26	7	481	1196	25	20	95.150284	53
5	1	1	1	26	8	748	1197	116	25	96.898720	chological,
5	1	1	1	26	9	873	1197	32	23	96.602127	33,
5	1	1	1	26	10	913	1197	32	23	96.602127	34;
5	1	1	1	26	11	953	1203	53	20	96.769089	pure,
5	1	1	1	26	12	1015	1198	72	23	93.111832	33-36,
5	1	1	1	26	13	1094	1198	33	23	94.865280	49,
4	1	1	1	27	0	748	1229	26	20	-1	
5	1	1	1	27	1	748	1229	26	20	96.846794	64
4	1	1	1	28	0	161	1260	973	29	-1	
5	1	1	1	28	1	161	1260	117	24	92.540108	Givenness,
5	1	1	1	28	2	286	1261	73	23	95.316208	24-28,
5	1	1	1	28	3	367	1260	73	25	94.131584	34-36,
5	1	1	1	28	4	449	1261	31	24	96.979401	38,
5	1	1	1	28	5	488	1261	32	24	96.583321	42,
5	1	1	1	28	6	527	1261	33	24	96.978905	49,
5	1	1	1	28	7	714	1262	178	27	96.498581	Phenomenology,
5	1	1	1	28	8	903	1262	30	24	96.761925	19,
5	1	1	1	28	9	941	1262	72	25	94.074554	34-37,
5	1	1	1	28	10	1022	1263	32	24	96.939560	39,
5	1	1	1	28	11	1061	1264	33	23	95.042007	41,
5	1	1	1	28	12	1102	1263	32	24	95.042007	61,
4	1	1	1	29	0	196	1293	658	26	-1	
5	1	1	1	29	1	196	1293	71	24	95.526924	53-55,
5	1	1	1	29	2	276	1293	32	24	96.456200	66,
5	1	1	1	29	3	316	1294	32	23	96.456200	69,
5	1	1	1	29	4	357	1294	26	20	96.783562	70
5	1	1	1	29	5	748	1295	32	24	96.829750	64,
5	1	1	1	29	6	788	1295	32	23	91.177971	69,
5	1	1	1	29	7	828	1295	26	21	91.177971	70
4	1	1	1	30	0	713	1328	239	27	-1	
5	1	1	1	30	1	713	1328	126	27	96.967720	Philosophy,
5	1	1	1	30	2	849	1329	70	23	94.765388	19-21,
5	1	1	1	30	3	926	1329	26	21	96.853233	43
4	1	1	1	31	0	161	1359	964	29	-1	
5	1	1	1	31	1	161	1359	70	24	96.837280	Hume,
5	1	1	1	31	2	243	1360	28	23	96.762566	17,
5	1	1	1	31	3	280	1360	26	20	96.243706	30
5	1	1	1	31	4	713	1361	130	27	96.178314	Psychology,
5	1	1	1	31	5	854	1362	30	23	96.799484	17,
5	1	1	1	31	6	892	1362	31	23	96.799484	20,
5	1	1	1	31	7	932	1362	32	24	96.892830	26,
5	1	1	1	31	8	973	1362	31	24	96.980995	30,
5	1	1	1	31	9	1013	1362	32	24	95.418159	33,
5	1	1	1	31	10	1053	1362	33	24	95.418159	58,
5	1	1	1	31	11	1093	1363	32	23	96.989204	63,
4	1	1	1	32	0	747	1394	26	21	-1	
5	1	1	1	32	1	747	1394	26	21	96.819221	64
4	1	1	1	33	0	161	1426	740	29	-1	
5	1	1	1	33	1	161	1426	134	27	96.488960	Imagination,
5	1	1	1	33	2	303	1426	32	24	96.918434	24,
5	1	1	1	33	3	343	1426	33	24	96.047493	50,
5	1	1	1	33	4	384	1427	33	24	96.047493	51,
5	1	1	1	33	5	425	1426	32	25	96.615784	53,
5	1	1	1	33	6	465	1427	25	21	96.677994	59
5	1	1	1	33	7	713	1428	154	27	92.785652	Psychologism,
5	1	1	1	33	8	876	1428	25	21	97.011421	36
4	1	1	1	34	0	161	1459	411	26	-1	
5	1	1	1	34	1	161	1459	129	25	92.453140	Immanence,
5	1	1	1	34	2	299	1460	31	24	96.746689	26,
5	1	1	1	34	3	338	1460	33	24	96.734993	28,
5	1	1	1	34	4	379	1460	33	24	95.925011	33,
5	1	1	1	34	5	420	1460	32	24	95.925011	37,
5	1	1	1	34	6	459	1460	33	24	95.692932	60,
5	1	1	1	34	7	499	1460	33	24	96.662537	62,
5	1	1	1	34	8	540	1460	32	25	96.662537	63,
4	1	1	1	35	0	194	1492	787	29	-1	
5	1	1	1	35	1	194	1492	33	25	96.069946	65;
5	1	1	1	35	2	235	1492	120	25	96.205780	intentional,
5	1	1	1	35	3	363	1493	33	24	95.972878	41;
5	1	1	1	35	4	404	1493	46	24	95.280930	real,
5	1	1	1	35	5	458	1493	32	24	95.807541	27,
5	1	1	1	35	6	497	1493	33	24	93.214493	46,
5	1	1	1	35	7	538	1494	40	20	37.648750	63-
5	1	1	1	35	8	713	1494	82	27	96.620087	Reality,
5	1	1	1	35	9	805	1495	30	24	96.620087	16;
5	1	1	1	35	10	843	1495	103	26	94.680580	objective,
5	1	1	1	35	11	955	1495	26	21	94.680580	34
4	1	1	1	36	0	194	1526	882	28	-1	
5	1	1	1	36	1	194	1526	32	23	96.521500	65,
5	1	1	1	36	2	234	1526	26	20	96.663857	67
5	1	1	1	36	3	712	1528	84	23	96.619553	Reason,
5	1	1	1	36	4	804	1528	33	23	96.363190	46;
5	1	1	1	36	5	845	1527	80	27	96.959770	critique
5	1	1	1	36	6	933	1528	23	21	96.738029	of
5	1	1	1	36	7	964	1528	31	24	93.715469	18,
5	1	1	1	36	8	1003	1528	32	24	93.715469	35,
5	1	1	1	36	9	1042	1528	34	25	96.129265	43;
4	1	1	1	37	0	160	1558	925	28	-1	
5	1	1	1	37	1	160	1558	102	24	96.958649	Intention,
5	1	1	1	37	2	269	1559	26	20	96.377342	44
5	1	1	1	37	3	746	1560	97	26	96.962982	practical,
5	1	1	1	37	4	851	1560	33	24	96.770401	39;
5	1	1	1	37	5	891	1561	119	24	96.618469	theoretical,
5	1	1	1	37	6	1021	1561	30	24	95.049171	18,
5	1	1	1	37	7	1059	1561	26	21	95.049171	39
4	1	1	1	38	0	160	1591	931	30	-1	
5	1	1	1	38	1	160	1591	97	25	96.873848	Intuition,
5	1	1	1	38	2	265	1592	32	24	96.588669	41,
5	1	1	1	38	3	305	1591	32	25	95.189949	43,
5	1	1	1	38	4	345	1592	33	24	95.189949	44,
5	1	1	1	38	5	386	1592	26	21	96.953674	46
5	1	1	1	38	6	712	1593	115	24	95.903015	Reduction,
5	1	1	1	38	7	835	1593	174	28	96.677643	epistemological,
5	1	1	1	38	8	1018	1594	32	25	96.776047	33,
5	1	1	1	38	9	1058	1594	33	25	92.679245	37;
4	1	1	1	39	0	745	1627	364	26	-1	
5	1	1	1	39	1	745	1627	202	26	96.696106	phenomenological,
5	1	1	1	39	2	956	1627	32	23	96.224770	34,
5	1	1	1	39	3	997	1627	32	24	96.224770	35,
5	1	1	1	39	4	1037	1627	32	24	96.450424	43,
5	1	1	1	39	5	1077	1628	32	23	96.450424	45,
4	1	1	1	40	0	159	1657	652	26	-1	
5	1	1	1	40	1	159	1657	108	26	96.446442	Judgment,
5	1	1	1	40	2	279	1657	30	24	93.966202	15,
5	1	1	1	40	3	317	1658	32	23	93.966202	37,
5	1	1	1	40	4	356	1658	33	23	94.524345	41,
5	1	1	1	40	5	398	1658	23	20	94.524345	51
5	1	1	1	40	6	745	1658	66	21	96.592834	63-68
4	1	1	1	41	0	712	1691	142	23	-1	
5	1	1	1	41	1	712	1691	109	23	96.493500	Retention,
5	1	1	1	41	2	828	1691	26	21	96.828255	49
4	1	1	1	42	0	159	1722	91	24	-1	
5	1	1	1	42	1	159	1722	57	24	96.738434	Kant,
5	1	1	1	42	2	225	1722	25	20	96.839180	36
4	1	1	1	43	0	159	1754	959	27	-1	
5	1	1	1	43	1	159	1754	128	27	96.171257	Knowledge,
5	1	1	1	43	2	298	1754	70	24	87.375175	15-16,
5	1	1	1	43	3	378	1755	31	23	95.858810	18,
5	1	1	1	43	4	417	1755	32	23	96.892532	23,
5	1	1	1	43	5	457	1754	72	25	94.325615	25-27,
5	1	1	1	43	6	537	1755	32	24	96.841179	39,
5	1	1	1	43	7	711	1756	88	24	96.672653	Science,
5	1	1	1	43	8	807	1759	61	20	96.672653	exact,
5	1	1	1	43	9	879	1756	30	24	77.802444	19,
5	1	1	1	43	10	916	1756	33	24	77.802444	21,
5	1	1	1	43	11	957	1756	33	24	96.453156	36;
5	1	1	1	43	12	998	1757	78	24	96.445831	human,
5	1	1	1	43	13	1085	1757	33	23	96.573563	62;
4	1	1	1	44	0	191	1787	946	28	-1	
5	1	1	1	44	1	191	1787	33	23	89.418877	47,
5	1	1	1	44	2	232	1787	32	24	94.259781	57,
5	1	1	1	44	3	272	1787	33	23	96.452423	60,
5	1	1	1	44	4	313	1787	32	24	95.780586	68;
5	1	1	1	44	5	354	1787	82	27	95.723221	critique
5	1	1	1	44	6	443	1788	28	23	94.684189	of,
5	1	1	1	44	7	482	1788	29	23	95.412018	15,
5	1	1	1	44	8	522	1788	29	23	95.412018	19,
5	1	1	1	44	9	559	1788	32	23	96.934532	20,
5	1	1	1	44	10	745	1789	79	23	94.773010	natural,
5	1	1	1	44	11	834	1788	30	24	94.773010	16,
5	1	1	1	44	12	874	1788	30	24	96.002190	19,
5	1	1	1	44	13	911	1789	34	23	96.002190	62;
5	1	1	1	44	14	952	1789	145	26	96.893936	philosophical
5	1	1	1	44	15	1107	1790	30	23	96.893936	15,
4	1	1	1	45	0	642	1872	23	20	-1	
5	1	1	1	45	1	642	1872	23	20	93.639336	71
